name,ID,ADDRESS,CITY,zip,Shape,PHONE,TYPE,URL
NYC Public Library - Morningside Heights  Branch,1185,2900 Broadway,New York,10025,"(40.80609459500005, -73.96472825299992)",212-864-2530,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Muhlenberg  Branch,1186,209 West 23rd Street,New York,10011,"(40.744511738000085, -73.99595983599994)",212-924-1585,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Mulberry Branch,1187,10 Jersey Street,New York,10012,"(40.724066020000066, -73.99572222599994)",212-966-3424,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Riverside  Branch,1188,127 Amsterdam Avenue,New York,10023,"(40.77419594100007, -73.98422860399995)",212-870-1810,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library -Webster  Branch,1189,1465 York Avenue,New York,10075,"(40.770653748000086, -73.95135003199994)",212-288-5049,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Yorkville  Branch,1190,222 East 79th Street,New York,10075,"(40.77360549600007, -73.95640656299992)",212-744-5824,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library- Humanities and Social Sciences Library,1191,Fifth  Avenue and 42nd Street,New York,10016,"(40.75317061000004, -73.98216942199991)",,Free,http://www.nypl.org/research/chss/
NYC Public Library - Andrew Heiskell Braille & Talking Book Library,1192,40 West 20th Street,New York,10011,"(40.74046668300008, -73.99335263699993)",212-206-5400,Free,http://talkingbooks.nypl.org/
"NYC PublicLibrary - Science, Industry and Business Library",1194,188 Madison Avenue,New York,10016,"(40.74824402200005, -73.98297628499995)",,Free,http://www.nypl.org/research/sibl/
Columbia University Library,1195,535 W 114th Street,New York,10027,"(40.80636933800008, -73.96318904999993)",,Free,http://www.columbia.edu/cu/lweb/
St John's University Davis Library,1196,101 Murray Street,New York,10007,"(40.715434334000065, -74.01263533699995)",,Free,http://www.stjohns.edu/academics/libraries/campus/davis
Community Access - East 2nd Street,1198,29 East 2nd Street,New York,10003,"(40.72493783500005, -73.99077521699991)",,Free,https://auth.nycwireless.net/hotspots_map.php
Community Access - Gouverneur Court,1199,621 Water Street,New York,10002,"(40.71109376000004, -73.98359268299993)",,Free,https://auth.nycwireless.net/hotspots_map.php
Aroma Espresso Bar,1202,145 Greene St,New York,10012,"(40.72619536000008, -73.9989597249999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Aroma_Espresso_Bar_New_York_NY_6071.aspx
Associated Supermarket,1203,225 W 57th Street,New York,10019,"(40.76647975000009, -73.98126402499992)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
New Work City,1205,200 Varick Street Room 578,New York,10014,"(40.72825798400004, -74.00479306499994)",,Free,http://www.nwcny.com/
Queens Library - Ozone Park,986,92-24 Rockaway Boulevard,Ozone Park,11417,"(40.680862181000066, -73.8464887259999)",718-845-3127,Free,http://www.queenslibrary.org/
All Friend Cafe,133,7805 164 Street,Queens,11366,"(40.72273296700007, -73.80429750799993)",,Free,
Queens Library - Queens Village,990,94-11 217 Street,Queens Village,11428,"(40.71988588800008, -73.73904381999995)",718-776-6800,Free,http://www.queenslibrary.org/
Paletra,1228,62-65 Saunders Strret,Rego Park,11374,"(40.730932016000054, -73.86657689399993)",,Free,http://v4.jiwire.com/wi-fi-wireless-hotspot-Rego-Park-New-York-NY-US-Paletra-1144899.htm
Queens Library - Rego Park,992,91-41 63 Drive,Rego Park,11374,"(40.72731689400007, -73.8645028279999)",718-459-5140,Free,http://www.queenslibrary.org/
Queens Library - Lefferts,978,103-34 Lefferts Boulevard,Richmond Hill,11419,"(40.686907622000035, -73.82482969799992)",718-843-5950,Free,http://www.queenslibrary.org/
Queens Library - Richmond Hill,993,118-14 Hillside Avenue,Richmond Hill,11418,"(40.70076560000007, -73.83162541699994)",718-849-7150,Free,http://www.queenslibrary.org/
Queens Library - Ridgewood,994,20-12 Madison Street,Ridgewood,11385,"(40.70517264400007, -73.90257237599991)",718-821-4770,Free,http://www.queenslibrary.org/
Queens Library - Peninsula  (ALC),987,92-25 Rockaway Beach Boulevard,Rockaway Beach,11693,"(40.58583974000004, -73.81606161999991)",718-634-1110,Free,http://www.queenslibrary.org/
Queens Library - Seaside,997,116-15 Rockaway Beach Boulevard,Rockaway Park,11694,"(40.579391204000046, -73.8377356009999)",718-634-1876,Free,http://www.queenslibrary.org/
Queens Library - Rosedale,996,144-20 243 Street,Rosedale,11422,"(40.65996395600007, -73.73991101299993)",718-528-8490,Free,http://www.queenslibrary.org/
Queens Library - South Hollis,998,204-01 Hollis Avenue,South Hollis,11412,"(40.70701088900006, -73.75379667199991)",718-465-6779,Free,http://www.queenslibrary.org/
Queens Library - South Ozone Park,1000,128-16 Rockaway Boulevard,South Ozone Park,11420,"(40.67477726100009, -73.80926181599995)",718-529-1660,Free,http://www.queenslibrary.org/
Queens Library - St. Albans,1001,191-05 Linden Boulevard,St. Albans,11412,"(40.69252838700004, -73.76010878799991)",718-528-8196,Free,http://www.queenslibrary.org/
St. George-Staten Island Ferry Terminal,150,1 Bay St,Staten Island,10301,"(40.64403284000008, -74.07253699499995)",718 876-8441,Free,http://www.nyc.gov/html/dot/html/ferrybus/statfery.shtml
St. John's University Loretto Memorial Library,153,300 Howard Avenue,Staten Island,10301,"(40.62213110600004, -74.08961305399993)",718-390-4457,Free,http://www.stjohns.edu/academics/libraries/services/mobile_computing
Barnes & Noble,1042,2245 Richmond Avenue,Staten Island,10314,"(40.59224737200009, -74.16253775899992)",718-982-6983,Free,http://www.barnesandnobleinc.com
NYC Public Library - Great Kills,144,56 Giffords Lane,Staten Island,10308,"(40.55242279100008, -74.15111131399993)",718-984-6670,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - New Dorp Branch,145,309 New Dorp Lane,Staten Island,10306,"(40.57193382300005, -74.11195644499992)",718-351-2977,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Port Richmond,146,75 Bennett Street,Staten Island,10302,"(40.63758562500004, -74.13110527799995)",718-442-0158,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - West New Brighton Branch,147,976 Castleton Avenue,Staten Island,10310,"(40.634509662000085, -74.11482125799995)",718-442-1416,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Dongan Hills Branch,148,1617 Richmond Road,Staten Island,10304,"(40.59039168400005, -74.10113897799994)",718-351-1444,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library -Todt Hill-Westerleigh Branch,149,2550 Victory Boulevard,Staten Island,10314,"(40.60957854600008, -74.14850349199992)",718-494-1642,Free,http://www.nypl.org/branch/services/wifi.html
Apple Store,1213,2655 Richmond Avenue,Staten Island,10314,"(40.581199017000074, -74.16618372499994)",,Free,http://www.apple.com/retail/statenisland/
Coffe & Tea Market  Caf̩,1259,422 Forest Avenue,Staten Island,10301,"(40.63067278400007, -74.10336452799993)",,Free,http://www.wififreespot.com/ny.html
Alor Caf̩,1263,2110 Richmond Road,Staten Island,10306,"(40.581358779000084, -74.11143288499994)",,Free,http://www.wififreespot.com/ny.html
Chevy's Fresh Mex,1338,2690 Hylan Blvd,Staten Island,10306,"(40.566499014000044, -74.11330231999995)",,Free,http://www.chevysny.com
Panera Bread,1208,280 Marsh Avenue,Staten Island,10314,"(40.57714882000005, -74.16406542599992)",,Free,http://www.panerabread.com/cafes/results.php?NAV=2&state=NY&zip=&city=&address=&radius=10&action=searchwifi
Queens Library - Whitestone,1003,151-10 14 Road,Whitestone,11357,"(40.78853177800005, -73.81071655699992)",718-767-8010,Free,http://www.queenslibrary.org/
Queens Library - Woodhaven,1005,85-41 Forest Parkway,Woodhaven,11421,"(40.69454691200008, -73.86144645999991)",718-849-1010,Free,http://www.queenslibrary.org/
Queens Library - Woodside,132,54-22 Skillman Avenue,Woodside,11377,"(40.74534349700008, -73.90979536299994)",718-429-4700,Free,http://www.queenslibrary.org/
