Facility Type,license,legalName,brand,location,streetAddress,addressLocality,postalCode,telephone,Number of Spaces,loc,longitude,latitude,entityTitle,@context,@type,@id
Parking Lot,1340500,CITY FUELS LLC,,"4353 BROADWAY
NEW YORK, NY 10033
",4353 BROADWAY,NEW YORK,10033,2127400001,5,"[-73.93407088753997,40.8534234170678]",-73.93407088753997,40.8534234170678,city_fuels_llc_1340500,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/city_fuels_llc_1340500
Parking Lot,1341239,MYRTLE GARAGE CORP,,"225 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201
",225 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,2127367171,60,"[-73.98307749389565,40.693471868675104]",-73.98307749389565,40.693471868675104,myrtle_garage_corp_1341239,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/myrtle_garage_corp_1341239
Parking Lot,1345655,"NEW YORK PARKING, LLC",,"81 MERCER STREET
NEW YORK, NY 10012
",81 MERCER STREET,NEW YORK,10012,9176622430,21,"[-74.00010810415148,40.722814878752615]",-74.00010810415148,40.722814878752615,new_york_parking_llc_1345655,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/new_york_parking_llc_1345655
Parking Lot,1348470,J & P PARKING CORP,,"1150 WEBSTER AVENUE
BRONX, NY 10456
",1150 WEBSTER AVENUE,BRONX,10456,6464047585,149,"[-73.91133612979164,40.829086637736275]",-73.91133612979164,40.829086637736275,j_p_parking_corp_1348470,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/j_p_parking_corp_1348470
Parking Lot,1348479,K & F PARKING CORP,,"1150 RIVER AVENUE
BRONX, NY 10452
",1150 RIVER AVENUE,BRONX,10452,6464047505,74,"[-73.92210946544559,40.83425548527725]",-73.92210946544559,40.83425548527725,k_f_parking_corp_1348479,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/k_f_parking_corp_1348479
Parking Lot,1353957,"CENTRAL PARKING SYSTEMS OF NEW YORK, INC",,"3030 NORTHERN BLVD
ASTORIA, NY 11101
",3030 NORTHERN BLVD,ASTORIA,11101,2125025490,99,"[-73.93454745113874,40.751091770698615]",-73.93454745113874,40.751091770698615,central_parking_systems_of_new_york_inc_1353957,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_systems_of_new_york_inc_1353957
Parking Lot,1357474,ALL PARKING CORP,RUSH PARKING,"5051 BROADWAY
NEW YORK, NY 10034
",5051 BROADWAY,NEW YORK,10034,6464382955,100,"[-73.91568973105034,40.870038044648865]",-73.91568973105034,40.870038044648865,all_parking_corp_1357474,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/all_parking_corp_1357474
Parking Lot,1357841,ASTORIA NY HOLDINGS LLC,U-SAVE CAR & TRUCK RENTAL,"8415 ASTORIA BLVD
EAST ELMHURST, NY 11370
",8415 ASTORIA BLVD,EAST ELMHURST,11370,7185657222,30,"[-73.88497942686634,40.764760989501]",-73.88497942686634,40.764760989501,astoria_ny_holdings_llc_1357841,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/astoria_ny_holdings_llc_1357841
Parking Lot,1359929,MANAGEMENT 1040 LLC,,"980 13TH ST
BROOKLYN, NY 11230
",980 13TH ST,BROOKLYN,11230,7183147722,20,"[-73.96330809934224,40.62510757468804]",-73.96330809934224,40.62510757468804,management_1040_llc_1359929,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/management_1040_llc_1359929
Parking Lot,1361271,MP PEARL LLC,,"2510 WESTCHESTER AVE
BRONX, NY 10461
",2510 WESTCHESTER AVE,BRONX,10461,2124903460,131,"[-73.84445300643837,40.83858915693431]",-73.84445300643837,40.83858915693431,mp_pearl_llc_1361271,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mp_pearl_llc_1361271
Parking Lot,1360243,STRONG PARKING CORP,,"363 367 E 138TH ST
BRONX, NY 10454
",363 367 E 138TH ST,BRONX,10454,7184503440,125,"[-73.91628504651766,40.805846930091775]",-73.91628504651766,40.805846930091775,strong_parking_corp_1360243,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/strong_parking_corp_1360243
Parking Lot,1361558,"189 SCHERMERHORN CAR PARK, LLC",,"189 SCHERMERHORN STREET
BROOKLYN, NY 11201
",189 SCHERMERHORN STREET,BROOKLYN,11201,2129966363,150,"[-73.98640947122978,40.68914843493603]",-73.98640947122978,40.68914843493603,189_schermerhorn_car_park_llc_1361558,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/189_schermerhorn_car_park_llc_1361558
Parking Lot,1280864,ACQ-HAMM 7W21 PARKING LLC,,"7 21 STREET
NEW YORK, NY 10010
",7 21 STREET,NEW YORK,10010,2122436540,76,"[-73.99015141016167,40.7401254072641]",-73.99015141016167,40.7401254072641,acq_hamm_7w21_parking_llc_1280864,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/acq_hamm_7w21_parking_llc_1280864
Parking Lot,1289557,DO GOOD AUTOMOTIVE INC,,"2173 GRAND
BRONX, NY 10453
",2173 GRAND,BRONX,10453,7183643939,20,"[-73.9068979083792,40.85712261483571]",-73.9068979083792,40.85712261483571,do_good_automotive_inc_1289557,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/do_good_automotive_inc_1289557
Parking Lot,1298275,MT TOWN CORP,,"2801 JEROME AVENUE
BRONX, NY 10468
",2801 JEROME AVENUE,BRONX,10468,7189332734,100,"[-73.89438760521541,40.87079245279179]",-73.89438760521541,40.87079245279179,mt_town_corp_1298275,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mt_town_corp_1298275
Parking Lot,1299497,"NEW BRONX RIVER PARKING, INC",,"1185 BRONX RIVER AVENUE
BRONX, NY 10472
",1185 BRONX RIVER AVENUE,BRONX,10472,7183281240,80,"[-73.88308634647974,40.828090611308326]",-73.88308634647974,40.828090611308326,new_bronx_river_parking_inc_1299497,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/new_bronx_river_parking_inc_1299497
Parking Lot,1303478,FIVE BROTHER'S PARKING CORP,,"1740 1746 ANDREWS AVENUE
BRONX, NY 10463
",1740 1746 ANDREWS AVENUE,BRONX,10463,6462258626,125,"[-73.91120748054078,40.88187196282087]",-73.91120748054078,40.88187196282087,five_brother_s_parking_corp_1303478,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/five_brother_s_parking_corp_1303478
Parking Lot,1303853,WESTBURY REALTY LLC,,"1184 RIVER AVENUE
BRONX, NY 10452
",1184 RIVER AVENUE,BRONX,10452,7185373101,88,"[-73.92160399684343,40.83511775524557]",-73.92160399684343,40.83511775524557,westbury_realty_llc_1303853,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/westbury_realty_llc_1303853
Parking Lot,1305312,WEST 46 ST GARAGE LLC,,"305 7 WEST 46 STREET
NEW YORK, NY 10036
",305 7 WEST 46 STREET,NEW YORK,10036,2128322066,75,"[-73.989860554421,40.75934682719435]",-73.989860554421,40.75934682719435,west_46_st_garage_llc_1305312,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/west_46_st_garage_llc_1305312
Parking Lot,1307263,"FORDHAM PETROLEUM, LLC",,"296 FORDHAM ROAD
BRONX, NY 10468
",296 FORDHAM ROAD,BRONX,10468,7183655624,75,"[-73.91182558527778,40.86168850969341]",-73.91182558527778,40.86168850969341,fordham_petroleum_llc_1307263,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/fordham_petroleum_llc_1307263
Parking Lot,1308591,"ADAMS TOWER PARTNER, L.L.C.",,"351 84 STREET
NEW YORK, NY 10028
",351 84 STREET,NEW YORK,10028,2126281994,92,"[-73.95147305084144,40.776069248914276]",-73.95147305084144,40.776069248914276,adams_tower_partner_l_l_c_1308591,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/adams_tower_partner_l_l_c_1308591
Parking Lot,1309374,"242-248 NEWKIRK AVENUE REALTY, LLC",,"244 NEWKIRK AVENUE
BROOKLYN, NY 11230
",244 NEWKIRK AVENUE,BROOKLYN,11230,7189836477,15,"[-73.97085093869258,40.63194481257292]",-73.97085093869258,40.63194481257292,242_248_newkirk_avenue_realty_llc_1309374,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/242_248_newkirk_avenue_realty_llc_1309374
Parking Lot,1313602,STANDARD PARKING CORPORATION,,"951 RIVER AVENUE
BRONX, NY 10451
",951 RIVER AVENUE,BRONX,10451,2129163480,668,"[-73.92608382901035,40.827641648227534]",-73.92608382901035,40.827641648227534,standard_parking_corporation_1313602,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1313602
Parking Lot,1316193,"PARKING J, INC.",,"2102 JEROME AVENUE
BRONX, NY 10453
",2102 JEROME AVENUE,BRONX,10453,3472977922,47,"[-73.9063756831609,40.85487036871551]",-73.9063756831609,40.85487036871551,parking_j_inc_1316193,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/parking_j_inc_1316193
Parking Lot,1317520,GM PARKING GROUP INC,,"1171 ATLANTIC AVENUE
BROOKLYN, NY 11216
",1171 ATLANTIC AVENUE,BROOKLYN,11216,7186384977,120,"[-73.95190459723719,40.67866621156036]",-73.95190459723719,40.67866621156036,gm_parking_group_inc_1317520,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/gm_parking_group_inc_1317520
Parking Lot,1321612,SOPHIE PARKING INC,,"1042 LOWELL STREET
BRONX, NY 10459
",1042 LOWELL STREET,BRONX,10459,3475776076,39,"[-73.88723027866892,40.825945111097354]",-73.88723027866892,40.825945111097354,sophie_parking_inc_1321612,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sophie_parking_inc_1321612
Parking Lot,1325517,G S JEROME SERVICES INC.,,"2895 JEROME AVENUE
BRONX, NY 10468
",2895 JEROME AVENUE,BRONX,10468,7187334704,25,"[-73.89403587890115,40.87094877559813]",-73.89403587890115,40.87094877559813,g_s_jerome_services_inc_1325517,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/g_s_jerome_services_inc_1325517
Parking Lot,1330321,LOS TAXITAS PARKING LOT CORP.,,"3835 10 AVENUE
NEW YORK, NY 10034
",3835 10 AVENUE,NEW YORK,10034,9176972889,30,"[-73.9196277757494,40.86345985091481]",-73.9196277757494,40.86345985091481,los_taxitas_parking_lot_corp_1330321,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/los_taxitas_parking_lot_corp_1330321
Parking Lot,1334100,"MP 44, LLC",,"322 326 WEST 44 STREET
NEW YORK, NY 10036
",322 326 WEST 44 STREET,NEW YORK,10036,2124903476,77,"[-73.989860554421,40.75934682719435]",-73.989860554421,40.75934682719435,mp_44_llc_1334100,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mp_44_llc_1334100
Parking Lot,1337563,"MAPLE AVENUE MARINA, LLC",,"1904 SURF AVENUE
BROOKLYN, NY 11224
",1904 SURF AVENUE,BROOKLYN,11224,6316656001,808,"[-73.98560111593045,40.575063444046904]",-73.98560111593045,40.575063444046904,maple_avenue_marina_llc_1337563,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/maple_avenue_marina_llc_1337563
Parking Lot,1338621,QUIK PARK HUDSON 200 LLC,,"200 RIVERSIDE BOULEVARD
NEW YORK, NY 10069
",200 RIVERSIDE BOULEVARD,NEW YORK,10069,2128322066,284,"[-73.98830922939086,40.77888167839483]",-73.98830922939086,40.77888167839483,quik_park_hudson_200_llc_1338621,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_hudson_200_llc_1338621
Parking Lot,1339578,B K PARKING GR0UP INC,,"205 FORDHAM ROAD
BRONX, NY 10468
",205 FORDHAM ROAD,BRONX,10468,7187331013,59,"[-73.90992076920149,40.86230128882914]",-73.90992076920149,40.86230128882914,b_k_parking_gr0up_inc_1339578,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/b_k_parking_gr0up_inc_1339578
Parking Lot,1346835,ENTERPRISE 49 PARKING LLC,,"677 11 AVENUE
NEW YORK, NY 10019
",677 11 AVENUE,NEW YORK,10019,2125643199,107,"[-73.99528773807441,40.76510100057027]",-73.99528773807441,40.76510100057027,enterprise_49_parking_llc_1346835,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/enterprise_49_parking_llc_1346835
Parking Lot,1348170,JUSLEA II INC.,,"2724 HEATH AVENUE
BRONX, NY 10463
",2724 HEATH AVENUE,BRONX,10463,3479232609,22,"[-73.90543128680311,40.871470381851154]",-73.90543128680311,40.871470381851154,juslea_ii_inc_1348170,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/juslea_ii_inc_1348170
Parking Lot,1361126,GOTHAM PARKING LLC,,"13 GOLD ST
NEW YORK, NY 10038
",13 GOLD ST,NEW YORK,10038,2129799815,9,"[-74.0069799015462,40.707666076777535]",-74.0069799015462,40.707666076777535,gotham_parking_llc_1361126,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/gotham_parking_llc_1361126
Parking Lot,1279332,N.N.I. ENTERPRISES LTD.,,"1762 SEDDON STREET
BRONX, NY 10461
",1762 SEDDON STREET,BRONX,10461,7185904777,150,"[-73.85106852278818,40.84223518981487]",-73.85106852278818,40.84223518981487,n_n_i_enterprises_ltd_1279332,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/n_n_i_enterprises_ltd_1279332
Parking Lot,1279598,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"3261 WESTCHESTER AVENUE
BRONX, NY 10461
",3261 WESTCHESTER AVENUE,BRONX,10461,2125025490,40,"[-73.82821260976287,40.852489025201436]",-73.82821260976287,40.852489025201436,central_parking_system_of_new_york_inc_1279598,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1279598
Parking Lot,1281650,"BARON, RAFAEL",PARKING SERVICES,"45 66 DAVIS STREET
LONG ISLND CITY, NY 11101
",45 66 DAVIS STREET,LONG ISLND CITY,11101,9175667537,80,"[-73.93866902925225,40.74570244980828]",-73.93866902925225,40.74570244980828,baron_rafael_1281650,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/baron_rafael_1281650
Parking Lot,1282474,AMAMCA PARKING TWO INC.,,"1963 1967
BRONX, NY 10453
",1963 1967,BRONX,10453,9172920463,100,"[-73.91342678431863,40.852786838341956]",-73.91342678431863,40.852786838341956,amamca_parking_two_inc_1282474,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/amamca_parking_two_inc_1282474
Parking Lot,1301176,TRY PROPERTIES LLC,,"136 78 ROOSEVELT AVENUE
FLUSHING, NY 11354
",136 78 ROOSEVELT AVENUE,FLUSHING,11354,9173352775,39,"[-73.82719028070687,40.76862022064671]",-73.82719028070687,40.76862022064671,try_properties_llc_1301176,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/try_properties_llc_1301176
Parking Lot,1303384,QUIK PARK CENTRAL PARK LLC,,"1880 BROADWAY
NEW YORK, NY 10023
",1880 BROADWAY,NEW YORK,10023,2128322066,162,"[-73.98201374492197,40.770326061560525]",-73.98201374492197,40.770326061560525,quik_park_central_park_llc_1303384,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_central_park_llc_1303384
Parking Lot,1334951,K.J.L. PROPERTY MANAGEMENT CORP.,,"92 15 147 PLACE
JAMAICA, NY 11435
",92 15 147 PLACE,JAMAICA,11435,7182971049,50,"[-73.80979665579099,40.70119264912154]",-73.80979665579099,40.70119264912154,k_j_l_property_management_corp_1334951,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/k_j_l_property_management_corp_1334951
Parking Lot,1335207,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,"110 00 ROCKAWAY BOULEVARD
OZONE PARK, NY 11420
",110 00 ROCKAWAY BOULEVARD,OZONE PARK,11420,7183222221,500,"[-73.81770717164864,40.67334524268887]",-73.81770717164864,40.67334524268887,parking_company_of_america_airports_llc_1335207,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/parking_company_of_america_airports_llc_1335207
Parking Lot,1341969,FIH ENTERPRISE INC,,"1475 MCCOMBS ROAD
BRONX, NY 10452
",1475 MCCOMBS ROAD,BRONX,10452,9999999999,99,"[-73.91800215592916,40.84206308296988]",-73.91800215592916,40.84206308296988,fih_enterprise_inc_1341969,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/fih_enterprise_inc_1341969
Parking Lot,1342009,DANESPARKING CORP,,"53 177 STREET
BRONX, NY 10453
",53 177 STREET,BRONX,10453,3472700247,46,"[-73.9090884179854,40.849909077686945]",-73.9090884179854,40.849909077686945,danesparking_corp_1342009,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/danesparking_corp_1342009
Parking Lot,1343022,RIVERDALE OSBORNE TOWERS HOUSING ASSOCIATES LLC,,"420 WATKINS ST
BROOKLYN, NY 11212
",420 WATKINS ST,BROOKLYN,11212,7186011483,268,"[-73.90586523895306,40.66176429757527]",-73.90586523895306,40.66176429757527,riverdale_osborne_towers_housing_associates_llc_1343022,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/riverdale_osborne_towers_housing_associates_llc_1343022
Parking Lot,1343443,"CANAL PARKING MGMT, LLC",,"335 CANAL STREET
NEW YORK, NY 10013
",335 CANAL STREET,NEW YORK,10013,2127957275,89,"[-74.00311280532443,40.72032903248312]",-74.00311280532443,40.72032903248312,canal_parking_mgmt_llc_1343443,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/canal_parking_mgmt_llc_1343443
Parking Lot,1347212,PITKIN PARKING INC.,,"402 ROCKAWAY AVENUE
BROOKLYN, NY 11212
",402 ROCKAWAY AVENUE,BROOKLYN,11212,7182905212,75,"[-73.91090820323805,40.67017407052108]",-73.91090820323805,40.67017407052108,pitkin_parking_inc_1347212,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/pitkin_parking_inc_1347212
Parking Lot,1348505,K & F PARKING CORP.,,"3604 JEROME AVENUE
BRONX, NY 10456
",3604 JEROME AVENUE,BRONX,10456,6464047585,125,"[-73.87913702271335,40.88540606051126]",-73.87913702271335,40.88540606051126,k_f_parking_corp_1348505,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/k_f_parking_corp_1348505
Parking Lot,1351661,"FORDHAM NEIGHBORS PARKING, LLC",,"4452 BROADWAY
NEW YORK, NY 10040
",4452 BROADWAY,NEW YORK,10040,9172920462,50,"[-73.93272190449602,40.85656205095006]",-73.93272190449602,40.85656205095006,fordham_neighbors_parking_llc_1351661,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/fordham_neighbors_parking_llc_1351661
Parking Lot,1356588,SURF MANAGEMENT LLC,,"1625 SURF AVENUE
BROOKLYN, NY 11224
",1625 SURF AVENUE,BROOKLYN,11224,9175840383,100,"[-73.98373630293432,40.575459678759984]",-73.98373630293432,40.575459678759984,surf_management_llc_1356588,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/surf_management_llc_1356588
Parking Lot,1360731,119 PARKING LOT CORP,,"1414 24 CROMWELL AVE
BRONX, NY 10452
",1414 24 CROMWELL AVE,BRONX,10452,718???????,70,"[-73.9233322114124,40.83772426336412]",-73.9233322114124,40.83772426336412,119_parking_lot_corp_1360731,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/119_parking_lot_corp_1360731
Parking Garage,919848,AUTO STORAGE SYSTEMS INC,AUTO STORAGE SYSTEMS,"827 STERLING PLACE
BROOKLYN, NY 11216
",827 STERLING PLACE,BROOKLYN,11216,7184939800,450,"[-73.95114704779188,40.67260539236764]",-73.95114704779188,40.67260539236764,auto_storage_systems_inc_919848,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/auto_storage_systems_inc_919848
Parking Garage,921582,ARCHIVES GARAGE CORP,ARCHIVES GARAGE,"666 GREENWICH STREET
NEW YORK, NY 10014
",666 GREENWICH STREET,NEW YORK,10014,2129727470,97,"[-74.00750324132107,40.733021295073726]",-74.00750324132107,40.733021295073726,archives_garage_corp_921582,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/archives_garage_corp_921582
Parking Garage,924489,CHAMPION BROADWAY PARKING CORP,,"60 8 STREET
NEW YORK, NY 10003
",60 8 STREET,NEW YORK,10003,2122493344,169,"[-73.99286856181561,40.730782871932206]",-73.99286856181561,40.730782871932206,champion_broadway_parking_corp_924489,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/champion_broadway_parking_corp_924489
Parking Garage,928832,OLIANTHA GARAGE CORP.,OLIANTHA GARAGE,"102 107 STREET
NEW YORK, NY 10025
",102 107 STREET,NEW YORK,10025,2128730135,188,"[-73.96295711112111,40.800165566492694]",-73.96295711112111,40.800165566492694,oliantha_garage_corp_928832,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/oliantha_garage_corp_928832
Parking Garage,948602,82ND ST. PARKING GARAGE CORP.,,"35 55 82 STREET
JACKSON HEIGHTS, NY 11372
",35 55 82 STREET,JACKSON HEIGHTS,11372,7187794774,139,"[-73.88361254528269,40.75163073936716]",-73.88361254528269,40.75163073936716,82nd_st_parking_garage_corp_948602,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/82nd_st_parking_garage_corp_948602
Parking Garage,959289,"919 THIRD AVENUE GARAGE COMPANY, L.L.C.",,"919 3 AVENUE
NEW YORK, NY 10022
",919 3 AVENUE,NEW YORK,10022,2128887400,316,"[-73.96802015469794,40.75954747938434]",-73.96802015469794,40.75954747938434,919_third_avenue_garage_company_l_l_c_959289,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/919_third_avenue_garage_company_l_l_c_959289
Parking Garage,966973,THE SOCIETY OF NEW YORK HOSPITAL,,"525 68 STREET
NEW YORK, NY 10021
",525 68 STREET,NEW YORK,10021,2127461969,220,"[-73.959183941086,40.76920532766377]",-73.959183941086,40.76920532766377,the_society_of_new_york_hospital_966973,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/the_society_of_new_york_hospital_966973
Parking Garage,968559,EFFICIENT PARKING LLC,,"170 23 STREET
NEW YORK, NY 10011
",170 23 STREET,NEW YORK,10011,2126869800,105,"[-73.99480128049431,40.7437117729647]",-73.99480128049431,40.7437117729647,efficient_parking_llc_968559,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/efficient_parking_llc_968559
Parking Garage,977109,F & F E 70 ST CORP,,"10 70 STREET
NEW YORK, NY 10021
",10 70 STREET,NEW YORK,10021,2125359866,24,"[-73.96685117550794,40.770658810711325]",-73.96685117550794,40.770658810711325,f_f_e_70_st_corp_977109,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/f_f_e_70_st_corp_977109
Parking Garage,982918,331 50 STREET PARKING CORP,,"336 51 STREET
NEW YORK, NY 10019
",336 51 STREET,NEW YORK,10019,2127373279,124,"[-73.98673093196876,40.76333950782849]",-73.98673093196876,40.76333950782849,331_50_street_parking_corp_982918,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/331_50_street_parking_corp_982918
Parking Garage,999985,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"115 143 FORT WASHINGTON AVENUE
NEW YORK, NY 10032
",115 143 FORT WASHINGTON AVENUE,NEW YORK,10032,2123052718,1365,"[-73.94917852197119,40.83693034905639]",-73.94917852197119,40.83693034905639,central_parking_system_of_new_york_inc_999985,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_999985
Parking Garage,1005482,EAST 24 GARAGE CORP,,"214 24 STREET
NEW YORK, NY 10010
",214 24 STREET,NEW YORK,10010,2124480725,37,"[-73.98199575848139,40.73920951934673]",-73.98199575848139,40.73920951934673,east_24_garage_corp_1005482,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/east_24_garage_corp_1005482
Parking Garage,1007334,G & R GARAGE INC,,"230 149 STREET
BRONX, NY 10451
",230 149 STREET,BRONX,10451,2127533100,750,"[-73.92435831755165,40.81773038463474]",-73.92435831755165,40.81773038463474,g_r_garage_inc_1007334,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/g_r_garage_inc_1007334
Parking Garage,1009614,"DISCOUNT PARKING, INC",,"180 ASHLAND PLACE
BROOKLYN, NY 11217
",180 ASHLAND PLACE,BROOKLYN,11217,7182320200,316,"[-73.97859121874431,40.68948322832447]",-73.97859121874431,40.68948322832447,discount_parking_inc_1009614,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/discount_parking_inc_1009614
Parking Garage,1010038,PARK GATE PARKING INC,,"750 COLUMBUS AVENUE
NEW YORK, NY 10025
",750 COLUMBUS AVENUE,NEW YORK,10025,2127367171,80,"[-73.96725587042113,40.79322280042646]",-73.96725587042113,40.79322280042646,park_gate_parking_inc_1010038,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/park_gate_parking_inc_1010038
Parking Garage,1010916,375 HUD PARKING LLC,,"375 HUDSON STREET
NEW YORK, NY 10014
",375 HUDSON STREET,NEW YORK,10014,2126869800,100,"[-74.00716314953092,40.7284341989157]",-74.00716314953092,40.7284341989157,375_hud_parking_llc_1010916,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/375_hud_parking_llc_1010916
Parking Garage,1012474,ZETA PARKING CORP,,"213 80 STREET
NEW YORK, NY 10021
",213 80 STREET,NEW YORK,10021,2126501988,51,"[-74.03159235272258,40.62841625332653]",-74.03159235272258,40.62841625332653,zeta_parking_corp_1012474,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/zeta_parking_corp_1012474
Parking Garage,1013511,MTP OPERATING CORP,,"514 49 STREET
NEW YORK, NY 10019
",514 49 STREET,NEW YORK,10019,2125755335,240,"[-73.99364197876082,40.7646513395556]",-73.99364197876082,40.7646513395556,mtp_operating_corp_1013511,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mtp_operating_corp_1013511
Parking Garage,1016447,PARADISE GARAGE CORP,,"62 60 99 STREET
REGO PARK, NY 11374
",62 60 99 STREET,REGO PARK,11374,2127367171,202,"[-73.86148084756303,40.72646491702238]",-73.86148084756303,40.72646491702238,paradise_garage_corp_1016447,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/paradise_garage_corp_1016447
Parking Garage,1021031,136 W 40 PARKING LLC,,"1411 BROADWAY
NEW YORK, NY 10018
",1411 BROADWAY,NEW YORK,10018,2126869800,150,"[-73.98694202964253,40.75411128537223]",-73.98694202964253,40.75411128537223,136_w_40_parking_llc_1021031,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/136_w_40_parking_llc_1021031
