"","Facility.Type","license","legalName","brand","location","streetAddress","addressLocality","postalCode","telephone","Number.of.Spaces","loc","longitude","latitude","entityTitle","X.context","X.type","X.id"
"1700","Parking Lot",1335207,"PARKING COMPANY OF AMERICA AIRPORTS, LLC","AVISTAR AIRPORT PARKING","110 00 ROCKAWAY BOULEVARD
OZONE PARK, NY 11420
","110 00 ROCKAWAY BOULEVARD","OZONE PARK","11420","7183222221",500,"[-73.81770717164864,40.67334524268887]",-73.81771,40.67335,"parking_company_of_america_airports_llc_1335207","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/parking_company_of_america_airports_llc_1335207"
"1701","Parking Lot",1341969,"FIH ENTERPRISE INC","","1475 MCCOMBS ROAD
BRONX, NY 10452
","1475 MCCOMBS ROAD","BRONX","10452","9999999999",99,"[-73.91800215592916,40.84206308296988]",-73.918,40.84206,"fih_enterprise_inc_1341969","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/fih_enterprise_inc_1341969"
"1702","Parking Lot",1342009,"DANESPARKING CORP","","53 177 STREET
BRONX, NY 10453
","53 177 STREET","BRONX","10453","3472700247",46,"[-73.9090884179854,40.849909077686945]",-73.90909,40.84991,"danesparking_corp_1342009","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/danesparking_corp_1342009"
"1703","Parking Lot",1343022,"RIVERDALE OSBORNE TOWERS HOUSING ASSOCIATES LLC","","420 WATKINS ST
BROOKLYN, NY 11212
","420 WATKINS ST","BROOKLYN","11212","7186011483",268,"[-73.90586523895306,40.66176429757527]",-73.90587,40.66176,"riverdale_osborne_towers_housing_associates_llc_1343022","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/riverdale_osborne_towers_housing_associates_llc_1343022"
"1704","Parking Lot",1343443,"CANAL PARKING MGMT, LLC","","335 CANAL STREET
NEW YORK, NY 10013
","335 CANAL STREET","NEW YORK","10013","2127957275",89,"[-74.00311280532443,40.72032903248312]",-74.00311,40.72033,"canal_parking_mgmt_llc_1343443","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/canal_parking_mgmt_llc_1343443"
"1705","Parking Lot",1347212,"PITKIN PARKING INC.","","402 ROCKAWAY AVENUE
BROOKLYN, NY 11212
","402 ROCKAWAY AVENUE","BROOKLYN","11212","7182905212",75,"[-73.91090820323805,40.67017407052108]",-73.91091,40.67017,"pitkin_parking_inc_1347212","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pitkin_parking_inc_1347212"
"1706","Parking Lot",1348505,"K & F PARKING CORP.","","3604 JEROME AVENUE
BRONX, NY 10456
","3604 JEROME AVENUE","BRONX","10456","6464047585",125,"[-73.87913702271335,40.88540606051126]",-73.87914,40.88541,"k_f_parking_corp_1348505","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/k_f_parking_corp_1348505"
"1707","Parking Lot",1351661,"FORDHAM NEIGHBORS PARKING, LLC","","4452 BROADWAY
NEW YORK, NY 10040
","4452 BROADWAY","NEW YORK","10040","9172920462",50,"[-73.93272190449602,40.85656205095006]",-73.93272,40.85656,"fordham_neighbors_parking_llc_1351661","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/fordham_neighbors_parking_llc_1351661"
"1708","Parking Lot",1356588,"SURF MANAGEMENT LLC","","1625 SURF AVENUE
BROOKLYN, NY 11224
","1625 SURF AVENUE","BROOKLYN","11224","9175840383",100,"[-73.98373630293432,40.575459678759984]",-73.98374,40.57546,"surf_management_llc_1356588","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/surf_management_llc_1356588"
"1709","Parking Lot",1360731,"119 PARKING LOT CORP","","1414 24 CROMWELL AVE
BRONX, NY 10452
","1414 24 CROMWELL AVE","BRONX","10452","718???????",70,"[-73.9233322114124,40.83772426336412]",-73.92333,40.83772,"119_parking_lot_corp_1360731","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/119_parking_lot_corp_1360731"
"1710","Parking Garage",919848,"AUTO STORAGE SYSTEMS INC","AUTO STORAGE SYSTEMS","827 STERLING PLACE
BROOKLYN, NY 11216
","827 STERLING PLACE","BROOKLYN","11216","7184939800",450,"[-73.95114704779188,40.67260539236764]",-73.95115,40.67261,"auto_storage_systems_inc_919848","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/auto_storage_systems_inc_919848"
"1711","Parking Garage",921582,"ARCHIVES GARAGE CORP","ARCHIVES GARAGE","666 GREENWICH STREET
NEW YORK, NY 10014
","666 GREENWICH STREET","NEW YORK","10014","2129727470",97,"[-74.00750324132107,40.733021295073726]",-74.0075,40.73302,"archives_garage_corp_921582","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/archives_garage_corp_921582"
"1712","Parking Garage",924489,"CHAMPION BROADWAY PARKING CORP","","60 8 STREET
NEW YORK, NY 10003
","60 8 STREET","NEW YORK","10003","2122493344",169,"[-73.99286856181561,40.730782871932206]",-73.99287,40.73078,"champion_broadway_parking_corp_924489","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_broadway_parking_corp_924489"
"1713","Parking Garage",928832,"OLIANTHA GARAGE CORP.","OLIANTHA GARAGE","102 107 STREET
NEW YORK, NY 10025
","102 107 STREET","NEW YORK","10025","2128730135",188,"[-73.96295711112111,40.800165566492694]",-73.96296,40.80017,"oliantha_garage_corp_928832","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/oliantha_garage_corp_928832"
"1714","Parking Garage",948602,"82ND ST. PARKING GARAGE CORP.","","35 55 82 STREET
JACKSON HEIGHTS, NY 11372
","35 55 82 STREET","JACKSON HEIGHTS","11372","7187794774",139,"[-73.88361254528269,40.75163073936716]",-73.88361,40.75163,"82nd_st_parking_garage_corp_948602","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/82nd_st_parking_garage_corp_948602"
"1715","Parking Garage",959289,"919 THIRD AVENUE GARAGE COMPANY, L.L.C.","","919 3 AVENUE
NEW YORK, NY 10022
","919 3 AVENUE","NEW YORK","10022","2128887400",316,"[-73.96802015469794,40.75954747938434]",-73.96802,40.75955,"919_third_avenue_garage_company_l_l_c_959289","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/919_third_avenue_garage_company_l_l_c_959289"
"1716","Parking Garage",966973,"THE SOCIETY OF NEW YORK HOSPITAL","","525 68 STREET
NEW YORK, NY 10021
","525 68 STREET","NEW YORK","10021","2127461969",220,"[-73.959183941086,40.76920532766377]",-73.95918,40.76921,"the_society_of_new_york_hospital_966973","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/the_society_of_new_york_hospital_966973"
"1717","Parking Garage",968559,"EFFICIENT PARKING LLC","","170 23 STREET
NEW YORK, NY 10011
","170 23 STREET","NEW YORK","10011","2126869800",105,"[-73.99480128049431,40.7437117729647]",-73.9948,40.74371,"efficient_parking_llc_968559","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/efficient_parking_llc_968559"
"1718","Parking Garage",977109,"F & F E 70 ST CORP","","10 70 STREET
NEW YORK, NY 10021
","10 70 STREET","NEW YORK","10021","2125359866",24,"[-73.96685117550794,40.770658810711325]",-73.96685,40.77066,"f_f_e_70_st_corp_977109","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/f_f_e_70_st_corp_977109"
"1719","Parking Garage",982918,"331 50 STREET PARKING CORP","","336 51 STREET
NEW YORK, NY 10019
","336 51 STREET","NEW YORK","10019","2127373279",124,"[-73.98673093196876,40.76333950782849]",-73.98673,40.76334,"331_50_street_parking_corp_982918","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/331_50_street_parking_corp_982918"
"1720","Parking Garage",999985,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","115 143 FORT WASHINGTON AVENUE
NEW YORK, NY 10032
","115 143 FORT WASHINGTON AVENUE","NEW YORK","10032","2123052718",1365,"[-73.94917852197119,40.83693034905639]",-73.94918,40.83693,"central_parking_system_of_new_york_inc_999985","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_999985"
"1721","Parking Garage",1005482,"EAST 24 GARAGE CORP","","214 24 STREET
NEW YORK, NY 10010
","214 24 STREET","NEW YORK","10010","2124480725",37,"[-73.98199575848139,40.73920951934673]",-73.982,40.73921,"east_24_garage_corp_1005482","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_24_garage_corp_1005482"
"1722","Parking Garage",1007334,"G & R GARAGE INC","","230 149 STREET
BRONX, NY 10451
","230 149 STREET","BRONX","10451","2127533100",750,"[-73.92435831755165,40.81773038463474]",-73.92436,40.81773,"g_r_garage_inc_1007334","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/g_r_garage_inc_1007334"
"1723","Parking Garage",1009614,"DISCOUNT PARKING, INC","","180 ASHLAND PLACE
BROOKLYN, NY 11217
","180 ASHLAND PLACE","BROOKLYN","11217","7182320200",316,"[-73.97859121874431,40.68948322832447]",-73.97859,40.68948,"discount_parking_inc_1009614","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/discount_parking_inc_1009614"
"1724","Parking Garage",1010038,"PARK GATE PARKING INC","","750 COLUMBUS AVENUE
NEW YORK, NY 10025
","750 COLUMBUS AVENUE","NEW YORK","10025","2127367171",80,"[-73.96725587042113,40.79322280042646]",-73.96726,40.79322,"park_gate_parking_inc_1010038","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_gate_parking_inc_1010038"
"1725","Parking Garage",1010916,"375 HUD PARKING LLC","","375 HUDSON STREET
NEW YORK, NY 10014
","375 HUDSON STREET","NEW YORK","10014","2126869800",100,"[-74.00716314953092,40.7284341989157]",-74.00716,40.72843,"375_hud_parking_llc_1010916","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/375_hud_parking_llc_1010916"
"1726","Parking Garage",1012474,"ZETA PARKING CORP","","213 80 STREET
NEW YORK, NY 10021
","213 80 STREET","NEW YORK","10021","2126501988",51,"[-74.03159235272258,40.62841625332653]",-74.03159,40.62842,"zeta_parking_corp_1012474","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/zeta_parking_corp_1012474"
"1727","Parking Garage",1013511,"MTP OPERATING CORP","","514 49 STREET
NEW YORK, NY 10019
","514 49 STREET","NEW YORK","10019","2125755335",240,"[-73.99364197876082,40.7646513395556]",-73.99364,40.76465,"mtp_operating_corp_1013511","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mtp_operating_corp_1013511"
"1728","Parking Garage",1016447,"PARADISE GARAGE CORP","","62 60 99 STREET
REGO PARK, NY 11374
","62 60 99 STREET","REGO PARK","11374","2127367171",202,"[-73.86148084756303,40.72646491702238]",-73.86148,40.72646,"paradise_garage_corp_1016447","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/paradise_garage_corp_1016447"
"1729","Parking Garage",1021031,"136 W 40 PARKING LLC","","1411 BROADWAY
NEW YORK, NY 10018
","1411 BROADWAY","NEW YORK","10018","2126869800",150,"[-73.98694202964253,40.75411128537223]",-73.98694,40.75411,"136_w_40_parking_llc_1021031","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/136_w_40_parking_llc_1021031"
"1730","Parking Garage",1026633,"403 LAFAYETTE LLC","","403 LAFAYETTE STREET
NEW YORK, NY 10003
","403 LAFAYETTE STREET","NEW YORK","10003","2122541263",267,"[-73.99268869740973,40.72833671601251]",-73.99269,40.72834,"403_lafayette_llc_1026633","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/403_lafayette_llc_1026633"
"1731","Parking Garage",1030813,"PLAZA CAR PARK, LLC","","39122 PLAZA STREET
BROOKLYN, NY 11238
","39122 PLAZA STREET","BROOKLYN","11238","2122216111",69,"[-73.9638204696389,40.67886241346963]",-73.96382,40.67886,"plaza_car_park_llc_1030813","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/plaza_car_park_llc_1030813"
"1732","Parking Garage",1033066,"PRIOR PARKING, LLC","","40 50 WEST 61 STREET
NEW YORK, NY 10023
","40 50 WEST 61 STREET","NEW YORK","10023","2126869800",205,"[-73.97994335610099,40.774536138232236]",-73.97994,40.77454,"prior_parking_llc_1033066","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/prior_parking_llc_1033066"
"1733","Parking Garage",1039043,"95 WORTH LLC","","336 BROADWAY
NEW YORK, NY 10013
","336 BROADWAY","NEW YORK","10013","2126869800",114,"[-74.00436189735007,40.71646566522571]",-74.00436,40.71647,"95_worth_llc_1039043","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/95_worth_llc_1039043"
"1734","Parking Garage",1070436,"92ND REALTY LLC","","441 92 STREET
NEW YORK, NY 10128
","441 92 STREET","NEW YORK","10128","2128609627",137,"[-73.94565535064848,40.78033455766314]",-73.94566,40.78033,"92nd_realty_llc_1070436","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/92nd_realty_llc_1070436"
"1735","Parking Garage",1070439,"HAMILTON REALTY LLC","","1735 YORK AVENUE
NEW YORK, NY 10128
","1735 YORK AVENUE","NEW YORK","10128","2122899673",92,"[-73.94479228716638,40.779182232373316]",-73.94479,40.77918,"hamilton_realty_llc_1070439","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/hamilton_realty_llc_1070439"
"1736","Parking Garage",1078473,"2910 ATLANTIC PARKING CORP","","188 230 STREET
BRONX, NY 10463
","188 230 STREET","BRONX","10463","7183648350",150,"[-73.90571978748895,40.87689065971421]",-73.90572,40.87689,"2910_atlantic_parking_corp_1078473","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/2910_atlantic_parking_corp_1078473"
"1737","Parking Garage",1081571,"56TH REALTY LLC","","300 56 STREET
NEW YORK, NY 10022
","300 56 STREET","NEW YORK","10022","2123088107",300,"[-73.96576574695885,40.75859175059165]",-73.96577,40.75859,"56th_realty_llc_1081571","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/56th_realty_llc_1081571"
"1738","Parking Garage",1097071,"MTP 59 ST LLC","","641 59 STREET
NEW YORK, NY 10019
","641 59 STREET","NEW YORK","10019","2125755335",537,"[-73.99161619527774,40.77213709469811]",-73.99162,40.77214,"mtp_59_st_llc_1097071","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mtp_59_st_llc_1097071"
"1739","Parking Garage",1097891,"CROTONA PARKWAY GARAGE INC.","","1976 CROTONA PARKWAY
BRONX, NY 10460
","1976 CROTONA PARKWAY","BRONX","10460","7186206177",101,"[-73.88518431940193,40.842997529180636]",-73.88518,40.843,"crotona_parkway_garage_inc_1097891","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/crotona_parkway_garage_inc_1097891"
"1740","Parking Garage",1105864,"EAST 79TH STREET PARKING LLC","","505 79 STREET
NEW YORK, NY 10021
","505 79 STREET","NEW YORK","10021","2124903460",57,"[-74.02372906650237,40.62646722502593]",-74.02373,40.62647,"east_79th_street_parking_llc_1105864","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_79th_street_parking_llc_1105864"
"1741","Parking Garage",1116799,"EAST 97TH PARKING CORP","","175 96 STREET
NEW YORK, NY 10128
","175 96 STREET","NEW YORK","10128","2127367171",209,"[-73.9500573000113,40.78552866741473]",-73.95006,40.78553,"east_97th_parking_corp_1116799","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_97th_parking_corp_1116799"
"1742","Parking Garage",1117862,"DYNAMIC PARKING LLC","","222 41 STREET
NEW YORK, NY 10017
","222 41 STREET","NEW YORK","10017","2126869800",76,"[-73.97402157730819,40.74968372495913]",-73.97402,40.74968,"dynamic_parking_llc_1117862","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/dynamic_parking_llc_1117862"
"1743","Parking Garage",1117868,"RAPID EAST 87TH CORP","","55 87 STREET
NEW YORK, NY 10128
","55 87 STREET","NEW YORK","10128","2128314818",57,"[-73.9575881586062,40.78122584455565]",-73.95759,40.78123,"rapid_east_87th_corp_1117868","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/rapid_east_87th_corp_1117868"
"1744","Parking Garage",1126181,"F&S PARKING LLC","","331 333 EAST 75 STREET
NEW YORK, NY 10021
","331 333 EAST 75 STREET","NEW YORK","10021","2123272626",25,"[-73.959183941086,40.76920532766377]",-73.95918,40.76921,"f_s_parking_llc_1126181","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/f_s_parking_llc_1126181"
"1745","Parking Garage",1127531,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","330 61 STREET
NEW YORK, NY 10021
","330 61 STREET","NEW YORK","10021","2126296602",75,"[-74.02027943263323,40.64098656023755]",-74.02028,40.64099,"central_parking_system_of_new_york_inc_1127531","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1127531"
"1746","Parking Garage",1127867,"1330 SIXTH PARKING LLC","","57 59 WEST 53 STREET
NEW YORK, NY 10019
","57 59 WEST 53 STREET","NEW YORK","10019","2126869800",225,"[-73.99180550022362,40.76761164715987]",-73.99181,40.76761,"1330_sixth_parking_llc_1127867","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/1330_sixth_parking_llc_1127867"
"1747","Parking Garage",1129469,"68-60 AUSTIN STREET REALTY CORP","","68 60 AUSTIN STREET
FOREST HILLS, NY 11375
","68 60 AUSTIN STREET","FOREST HILLS","11375","7182681085",85,"[-73.84628429608335,40.720707263029794]",-73.84628,40.72071,"68_60_austin_street_realty_corp_1129469","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/68_60_austin_street_realty_corp_1129469"
"1748","Parking Garage",1130359,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","403 407 EAST 60 STREET
NEW YORK, NY 10022
","403 407 EAST 60 STREET","NEW YORK","10022","2126296602",168,"[-73.96809182217982,40.758630224005685]",-73.96809,40.75863,"central_parking_system_of_new_york_inc_1130359","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1130359"
"1749","Parking Garage",1133061,"CHAMPION 221 LLC","","216 CENTRAL PARK
NEW YORK, NY 10019
","216 CENTRAL PARK","NEW YORK","10019","2123085959",44,"[-73.97954335539212,40.76705294416218]",-73.97954,40.76705,"champion_221_llc_1133061","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_221_llc_1133061"
"1750","Parking Garage",1137035,"KINNEY PARKING SYSTEM INC.","CENTRAL PARKING SYSTEM","1153 67 YORK AVENUE
NEW YORK, NY 10021
","1153 67 YORK AVENUE","NEW YORK","10021","2126296602",433,"[-73.959183941086,40.76920532766377]",-73.95918,40.76921,"kinney_parking_system_inc_1137035","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1137035"
"1751","Parking Garage",1141698,"PINE PARKING CORP","","111 115 VARICK STREET
NEW YORK, NY 10013
","111 115 VARICK STREET","NEW YORK","10013","8007985701",183,"[-74.00888900022716,40.721242188776046]",-74.00889,40.72124,"pine_parking_corp_1141698","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pine_parking_corp_1141698"
"1752","Parking Garage",1143750,"IMPARK 92 LLC","","101 111 WEST 91 STREET
NEW YORK, NY 10024
","101 111 WEST 91 STREET","NEW YORK","10024","2129378660",106,"[-73.96653900057436,40.78362556816552]",-73.96654,40.78363,"impark_92_llc_1143750","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/impark_92_llc_1143750"
"1753","Parking Garage",1146716,"BROTHERS CAR PARK LLC","","180 MONTAGUE STREET
BROOKLYN, NY 11201
","180 MONTAGUE STREET","BROOKLYN","11201","2122216111",81,"[-73.99220505554315,40.694193658095344]",-73.99221,40.69419,"brothers_car_park_llc_1146716","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/brothers_car_park_llc_1146716"
"1754","Parking Garage",1154973,"ANN PARK LLC","","57 61 ANN STREET
NEW YORK, NY 10038
","57 61 ANN STREET","NEW YORK","10038","2127143521",276,"[-74.00307186237649,40.70935929189784]",-74.00307,40.70936,"ann_park_llc_1154973","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/ann_park_llc_1154973"
"1755","Parking Garage",1155071,"69 EAST LLC","","200 69TH STREET
NEW YORK, NY 10021
","200 69TH STREET","NEW YORK","10021","2125643199",200,"[-73.96162611451774,40.7676460819132]",-73.96163,40.76765,"69_east_llc_1155071","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/69_east_llc_1155071"
"1756","Parking Garage",1159592,"PATRIOT PARKING LLC","","308 332 GREENWICH STREET
NEW YORK, NY 10013
","308 332 GREENWICH STREET","NEW YORK","10013","2126869800",232,"[-74.00888900022716,40.721242188776046]",-74.00889,40.72124,"patriot_parking_llc_1159592","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/patriot_parking_llc_1159592"
"1757","Parking Garage",1168355,"TORI OPERATING CORP","","241 245 WEST 26 STREET
NEW YORK, NY 10001
","241 245 WEST 26 STREET","NEW YORK","10001","2126858314",120,"[-73.99688630375988,40.75025902143676]",-73.99689,40.75026,"tori_operating_corp_1168355","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/tori_operating_corp_1168355"
"1758","Parking Garage",1178854,"STANDARD PARKING CORP","","200 PARK AVENUE
NEW YORK, NY 10017
","200 PARK AVENUE","NEW YORK","10017","2125990184",315,"[-73.97705862623363,40.75399870612365]",-73.97706,40.754,"standard_parking_corp_1178854","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corp_1178854"
"1759","Parking Garage",1180977,"NEW GARDEN GARAGE LLC","MEYERS PARKING","227 237 WEST 30TH STREET
NEW YORK, NY 10001
","227 237 WEST 30TH STREET","NEW YORK","10001","7185025490",1500,"[-73.99688630375988,40.75025902143676]",-73.99689,40.75026,"new_garden_garage_llc_1180977","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/new_garden_garage_llc_1180977"
"1760","Parking Garage",1181507,"99 PARK AVENUE CORP","","99 PARK AVENUE
NEW YORK, NY 10016
","99 PARK AVENUE","NEW YORK","10016","2128661000",75,"[-73.97877618561648,40.75042406505207]",-73.97878,40.75042,"99_park_avenue_corp_1181507","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/99_park_avenue_corp_1181507"
"1761","Parking Garage",1181894,"HOPE PARKING INC.","","400 84 STREET
NEW YORK, NY 10028
","400 84 STREET","NEW YORK","10028","2124903460",63,"[-73.9502810605352,40.775507838377756]",-73.95028,40.77551,"hope_parking_inc_1181894","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/hope_parking_inc_1181894"
"1762","Parking Garage",1182377,"PRONTO PARKING CORP","","169 65TH STREET
NEW YORK, NY 10021
","169 65TH STREET","NEW YORK","10021","2124903460",70,"[-74.02497704618584,40.64021070535744]",-74.02498,40.64021,"pronto_parking_corp_1182377","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pronto_parking_corp_1182377"
"1763","Parking Garage",1187112,"59 AND 5TH PARKING, LLC","","767 5 AVENUE
NEW YORK, NY 10022
","767 5 AVENUE","NEW YORK","10022","2126869800",136,"[-73.97326599693687,40.76388353797478]",-73.97327,40.76388,"59_and_5th_parking_llc_1187112","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/59_and_5th_parking_llc_1187112"
"1764","Parking Garage",1188527,"30 GARAGE CORP.","","30 END AVENUE
NEW YORK, NY 10028
","30 END AVENUE","NEW YORK","10028","2127367171",51,"[-74.17879654859068,40.56358193251026]",-74.1788,40.56358,"30_garage_corp_1188527","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/30_garage_corp_1188527"
"1765","Parking Garage",1189911,"JORDAN I PARKING LLC","","70 31 108 STREET
QUEENS, NY 11375
","70 31 108 STREET","QUEENS","11375","2127511080",101,"[-73.84628429608335,40.720707263029794]",-73.84628,40.72071,"jordan_i_parking_llc_1189911","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/jordan_i_parking_llc_1189911"
"1766","Parking Garage",1191060,"785 GARAGE, CORP","","785 5TH AVENUE
NEW YORK, NY 10022
","785 5TH AVENUE","NEW YORK","10022","2127367171",17,"[-73.97267878225784,40.764723285317984]",-73.97268,40.76472,"785_garage_corp_1191060","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/785_garage_corp_1191060"
"1767","Parking Garage",1191722,"COSMO PARKING LLC","","360 43 STREET
NEW YORK, NY 10036
","360 43 STREET","NEW YORK","10036","2129562280",105,"[-73.99103817862516,40.75861377701199]",-73.99104,40.75861,"cosmo_parking_llc_1191722","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/cosmo_parking_llc_1191722"
"1768","Parking Garage",1192294,"RICANT PARKING LLC","","443 49TH STREET
NEW YORK, NY 10017
","443 49TH STREET","NEW YORK","10017","2126887666",150,"[-73.96508473852197,40.75265509713032]",-73.96508,40.75266,"ricant_parking_llc_1192294","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/ricant_parking_llc_1192294"
"1769","Parking Garage",1192937,"QUIK PARK EAGLE LLC","","240 41 STREET
NEW YORK, NY 10017
","240 41 STREET","NEW YORK","10017","2128322066",74,"[-73.97371050796794,40.74955321310103]",-73.97371,40.74955,"quik_park_eagle_llc_1192937","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_eagle_llc_1192937"
"1770","Parking Garage",1198454,"581 ST. JOHNS PLACE, LLC","","581 ST JOHNS PLACE
BROOKLYN, NY 11238
","581 ST JOHNS PLACE","BROOKLYN","11238","7188588426",18,"[-73.95899689780647,40.67278597668983]",-73.959,40.67279,"581_st_johns_place_llc_1198454","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/581_st_johns_place_llc_1198454"
"1771","Parking Garage",1201681,"KINNEY PARKING SYSTEM INC.","CENTRAL PARKING SYSTEM","224 MULBERRY STREET
NEW YORK, NY 10012
","224 MULBERRY STREET","NEW YORK","10012","2125025490",150,"[-73.99608813468052,40.72238320417853]",-73.99609,40.72238,"kinney_parking_system_inc_1201681","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1201681"
"1772","Parking Garage",1202311,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","200 65 STREET
NEW YORK, NY 10021
","200 65 STREET","NEW YORK","10021","2125022490",153,"[-74.02494906419194,40.640123283198854]",-74.02495,40.64012,"central_parking_system_of_new_york_inc_1202311","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1202311"
